"CL9_404238538EDR_F0050104CCAM02076M2.DAT"
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
 16383.00000                              
